nama,jenis_lembaga,profile,provinsi ,alamat,kontak,jenis_kelamin,umur,jenis_kekerasan
Yayasan Amnaut Bife Kuan Nusa Tenggara Timur (YABIKU) NTT,Hukum,"Yayasan Amnaut Bife “Kuan” Nusa Tenggara Timur (YABIKU NTT) memfokuskan pelayanan pada pemberdayaan dan penguatan perempuan yang berspektif gender. Sejak berdirinya YABIKU NTT bekerja bersama masyarakat akar rumput. Namun sistem tatanan masyarakat Nusa Tenggara Timur dengan berbagai budaya dan pola kehidupan yang berbeda menjadi salah satu faktor penyebab ketidakadilan dalam kehidupan bermasyarakat. Ketidak adilan itu didasarkan pada jenis kelamin dimana kaum perempuan selalu dianggap lemah atau dianggap tidak bisa berbuat apa-apa. Kondisi inilah yang membuat kaum perempuan selalu di nomer dua-kan. Sehubungan dengan aspek gender maka dapat dikatakan bahwa perlakuan sesama manusia antara perempuan dengan perempuan antara perempuan dan laki-laki dan antara laki-laki dengan perempuan masih banyak terjadi ketidakadilan. 
 ",Nusa Tenggara Timur (NTT),"Jln. A. Yani Depan Gereja St. Yohanes Permandi Naesleu Kefamenanu selatan 
Kab. Timor Tengah Utara Nusa Tenggara Timur "," Telp. (0388)2430969
 ",wanita,diatas 0 tahun,verbal
Yayasan Amnaut Bife Kuan Nusa Tenggara Timur (YABIKU) NTT,Hukum,"Yayasan Amnaut Bife “Kuan” Nusa Tenggara Timur (YABIKU NTT) memfokuskan pelayanan pada pemberdayaan dan penguatan perempuan yang berspektif gender. Sejak berdirinya YABIKU NTT bekerja bersama masyarakat akar rumput. Namun sistem tatanan masyarakat Nusa Tenggara Timur dengan berbagai budaya dan pola kehidupan yang berbeda menjadi salah satu faktor penyebab ketidakadilan dalam kehidupan bermasyarakat. Ketidak adilan itu didasarkan pada jenis kelamin dimana kaum perempuan selalu dianggap lemah atau dianggap tidak bisa berbuat apa-apa. Kondisi inilah yang membuat kaum perempuan selalu di nomer dua-kan. Sehubungan dengan aspek gender maka dapat dikatakan bahwa perlakuan sesama manusia antara perempuan dengan perempuan antara perempuan dan laki-laki dan antara laki-laki dengan perempuan masih banyak terjadi ketidakadilan. 
 ",Nusa Tenggara Timur (NTT),"Jln. A. Yani Depan Gereja St. Yohanes Permandi Naesleu Kefamenanu selatan 
Kab. Timor Tengah Utara Nusa Tenggara Timur "," Telp. (0388)2430969
 ",pria,diatas 0 tahun,fisik
Yayasan Amnaut Bife Kuan Nusa Tenggara Timur (YABIKU) NTT,Hukum,"Yayasan Amnaut Bife “Kuan” Nusa Tenggara Timur (YABIKU NTT) memfokuskan pelayanan pada pemberdayaan dan penguatan perempuan yang berspektif gender. Sejak berdirinya YABIKU NTT bekerja bersama masyarakat akar rumput. Namun sistem tatanan masyarakat Nusa Tenggara Timur dengan berbagai budaya dan pola kehidupan yang berbeda menjadi salah satu faktor penyebab ketidakadilan dalam kehidupan bermasyarakat. Ketidak adilan itu didasarkan pada jenis kelamin dimana kaum perempuan selalu dianggap lemah atau dianggap tidak bisa berbuat apa-apa. Kondisi inilah yang membuat kaum perempuan selalu di nomer dua-kan. Sehubungan dengan aspek gender maka dapat dikatakan bahwa perlakuan sesama manusia antara perempuan dengan perempuan antara perempuan dan laki-laki dan antara laki-laki dengan perempuan masih banyak terjadi ketidakadilan. 
 ",Nusa Tenggara Timur (NTT),"Jln. A. Yani Depan Gereja St. Yohanes Permandi Naesleu Kefamenanu selatan 
Kab. Timor Tengah Utara Nusa Tenggara Timur "," Telp. (0388)2430969
 ",wanita,diatas 0 tahun,fisik
Yayasan Lembaga Bantuan Hukum Indonesia (YLBHI) Manado,Hukum,YLBHI sebagai Yayayasan didirikan dengan tujuan untuk mendukung kinerja LBH yang tersebar di 17 Provinsi dan saat ini dipimpin oleh Asfinawati sebagai Ketua Badan Pengurus dan Nursyahbani Katjasungkana sebagai Dewan Pembina menggantikan Dr. Adnan Buyung Nasution yang diangkat oleh Presiden sebagai anggota Dewan Pertimbangan Presiden tahun 2007. Persoalan bantuan hukum terkait erat dengan kemiskinan struktural yang terjadi di Indonesia seperti kemiskinan struktural membuat rakyat tidak mampu untuk mengakses keadilan (bantuan hukum) berpijak dari kondisi tersebut YLBHI LBH hadir untuk memberikan bantuan hukum dan memperjuangkan hak rakyat miskinbagi yang  buta hukum dan korban pelanggaran Hak Asasi Manusia (HAM). Semasa rezim Soeharto (orde baru) peran YLBHI-LBH menjadi salah satu aktor kunci dalam menentang dan menumbangkan rezim Otorianisme orde baru selain itu YLBHI-LBH menjadi simpul dan lokomotif bagi gerakan pro demokrasi di Indonesia.,Sulawesi Utara,Jln. Arnold Mononutu No.29 Wanea Kec. Wanea Kota Manado Sulawesi Utara 95115, Telp. 085343679284,pria,diatas 0 tahun,verbal
Yayasan Lembaga Bantuan Hukum Indonesia (YLBHI) Manado,Hukum,YLBHI sebagai Yayayasan didirikan dengan tujuan untuk mendukung kinerja LBH yang tersebar di 17 Provinsi dan saat ini dipimpin oleh Asfinawati sebagai Ketua Badan Pengurus dan Nursyahbani Katjasungkana sebagai Dewan Pembina menggantikan Dr. Adnan Buyung Nasution yang diangkat oleh Presiden sebagai anggota Dewan Pertimbangan Presiden tahun 2007. Persoalan bantuan hukum terkait erat dengan kemiskinan struktural yang terjadi di Indonesia seperti kemiskinan struktural membuat rakyat tidak mampu untuk mengakses keadilan (bantuan hukum) berpijak dari kondisi tersebut YLBHI LBH hadir untuk memberikan bantuan hukum dan memperjuangkan hak rakyat miskinbagi yang  buta hukum dan korban pelanggaran Hak Asasi Manusia (HAM). Semasa rezim Soeharto (orde baru) peran YLBHI-LBH menjadi salah satu aktor kunci dalam menentang dan menumbangkan rezim Otorianisme orde baru selain itu YLBHI-LBH menjadi simpul dan lokomotif bagi gerakan pro demokrasi di Indonesia.,Sulawesi Utara,Jln. Arnold Mononutu No.29 Wanea Kec. Wanea Kota Manado Sulawesi Utara 95115, Telp. 085343679284,wanita,diatas 0 tahun,verbal
Yayasan Lembaga Bantuan Hukum Indonesia (YLBHI) Manado,Hukum,YLBHI sebagai Yayayasan didirikan dengan tujuan untuk mendukung kinerja LBH yang tersebar di 17 Provinsi dan saat ini dipimpin oleh Asfinawati sebagai Ketua Badan Pengurus dan Nursyahbani Katjasungkana sebagai Dewan Pembina menggantikan Dr. Adnan Buyung Nasution yang diangkat oleh Presiden sebagai anggota Dewan Pertimbangan Presiden tahun 2007. Persoalan bantuan hukum terkait erat dengan kemiskinan struktural yang terjadi di Indonesia seperti kemiskinan struktural membuat rakyat tidak mampu untuk mengakses keadilan (bantuan hukum) berpijak dari kondisi tersebut YLBHI LBH hadir untuk memberikan bantuan hukum dan memperjuangkan hak rakyat miskinbagi yang  buta hukum dan korban pelanggaran Hak Asasi Manusia (HAM). Semasa rezim Soeharto (orde baru) peran YLBHI-LBH menjadi salah satu aktor kunci dalam menentang dan menumbangkan rezim Otorianisme orde baru selain itu YLBHI-LBH menjadi simpul dan lokomotif bagi gerakan pro demokrasi di Indonesia.,Sulawesi Utara,Jln. Arnold Mononutu No.29 Wanea Kec. Wanea Kota Manado Sulawesi Utara 95115, Telp. 085343679284,pria,diatas 0 tahun,fisik
Yayasan Lembaga Bantuan Hukum Indonesia (YLBHI) Manado,Hukum,YLBHI sebagai Yayayasan didirikan dengan tujuan untuk mendukung kinerja LBH yang tersebar di 17 Provinsi dan saat ini dipimpin oleh Asfinawati sebagai Ketua Badan Pengurus dan Nursyahbani Katjasungkana sebagai Dewan Pembina menggantikan Dr. Adnan Buyung Nasution yang diangkat oleh Presiden sebagai anggota Dewan Pertimbangan Presiden tahun 2007. Persoalan bantuan hukum terkait erat dengan kemiskinan struktural yang terjadi di Indonesia seperti kemiskinan struktural membuat rakyat tidak mampu untuk mengakses keadilan (bantuan hukum) berpijak dari kondisi tersebut YLBHI LBH hadir untuk memberikan bantuan hukum dan memperjuangkan hak rakyat miskinbagi yang  buta hukum dan korban pelanggaran Hak Asasi Manusia (HAM). Semasa rezim Soeharto (orde baru) peran YLBHI-LBH menjadi salah satu aktor kunci dalam menentang dan menumbangkan rezim Otorianisme orde baru selain itu YLBHI-LBH menjadi simpul dan lokomotif bagi gerakan pro demokrasi di Indonesia.,Sulawesi Utara,Jln. Arnold Mononutu No.29 Wanea Kec. Wanea Kota Manado Sulawesi Utara 95115, Telp. 085343679284,wanita,diatas 0 tahun,fisik
LBH Mandar Yustisi,Hukum,Pembangunan di bidang hukum sebagai bagian integral dari sistem pembangunan nasional dan pemerintahan dan secara sosiologis merupakan landasan yang menjadi perekat di bidang pembangunan sektor lainnya serta sebagai faktor integratif dalam kehidupan berbangsa dan bernegara dalam Negara Kesatuan RI melalui pembangunan sistem hukum nasional berdasarkan Pancasila dan UUD 1945. Salah satu Kementerian yang mempunyai tugas pokok melaksanakan sebagian tugas pemerintahan umum dan pembangunan di bidang hukum dan HAM yakni Kementerian Hukum dan HAM RI yang memiliki Visi yaitu Masyarakat memperoleh kepastian hukum dan memiliki  Misi Melindungi Hak Asasi Manusia. ,Sulawesi Barat,"Jnl. Let Jend Hertasning No.206 RW Kasiwa . Kasiwa Induk  Kec. Mamuju  Kabupaten Mamuju Sulawesi Barat 91512

",Telp. 081342424267,pria,diatas 0 tahun,verbal
LBH Mandar Yustisi,Hukum,Pembangunan di bidang hukum sebagai bagian integral dari sistem pembangunan nasional dan pemerintahan dan secara sosiologis merupakan landasan yang menjadi perekat di bidang pembangunan sektor lainnya serta sebagai faktor integratif dalam kehidupan berbangsa dan bernegara dalam Negara Kesatuan RI melalui pembangunan sistem hukum nasional berdasarkan Pancasila dan UUD 1945. Salah satu Kementerian yang mempunyai tugas pokok melaksanakan sebagian tugas pemerintahan umum dan pembangunan di bidang hukum dan HAM yakni Kementerian Hukum dan HAM RI yang memiliki Visi yaitu Masyarakat memperoleh kepastian hukum dan memiliki  Misi Melindungi Hak Asasi Manusia. ,Sulawesi Barat,"Jnl. Let Jend Hertasning No.206 RW Kasiwa . Kasiwa Induk  Kec. Mamuju  Kabupaten Mamuju Sulawesi Barat 91512

",Telp. 081342424267,wanita,diatas 0 tahun,verbal
LBH Mandar Yustisi,Hukum,Pembangunan di bidang hukum sebagai bagian integral dari sistem pembangunan nasional dan pemerintahan dan secara sosiologis merupakan landasan yang menjadi perekat di bidang pembangunan sektor lainnya serta sebagai faktor integratif dalam kehidupan berbangsa dan bernegara dalam Negara Kesatuan RI melalui pembangunan sistem hukum nasional berdasarkan Pancasila dan UUD 1945. Salah satu Kementerian yang mempunyai tugas pokok melaksanakan sebagian tugas pemerintahan umum dan pembangunan di bidang hukum dan HAM yakni Kementerian Hukum dan HAM RI yang memiliki Visi yaitu Masyarakat memperoleh kepastian hukum dan memiliki  Misi Melindungi Hak Asasi Manusia. ,Sulawesi Barat,"Jnl. Let Jend Hertasning No.206 RW Kasiwa . Kasiwa Induk  Kec. Mamuju  Kabupaten Mamuju Sulawesi Barat 91512

",Telp. 081342424267,pria,diatas 0 tahun,fisik
LBH Mandar Yustisi,Hukum,Pembangunan di bidang hukum sebagai bagian integral dari sistem pembangunan nasional dan pemerintahan dan secara sosiologis merupakan landasan yang menjadi perekat di bidang pembangunan sektor lainnya serta sebagai faktor integratif dalam kehidupan berbangsa dan bernegara dalam Negara Kesatuan RI melalui pembangunan sistem hukum nasional berdasarkan Pancasila dan UUD 1945. Salah satu Kementerian yang mempunyai tugas pokok melaksanakan sebagian tugas pemerintahan umum dan pembangunan di bidang hukum dan HAM yakni Kementerian Hukum dan HAM RI yang memiliki Visi yaitu Masyarakat memperoleh kepastian hukum dan memiliki  Misi Melindungi Hak Asasi Manusia. ,Sulawesi Barat,"Jnl. Let Jend Hertasning No.206 RW Kasiwa . Kasiwa Induk  Kec. Mamuju  Kabupaten Mamuju Sulawesi Barat 91512

",Telp. 081342424267,wanita,diatas 0 tahun,fisik
P2TP2A Provinsi Sulawesi Barat,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Sulawesi Barat,Komp. Perkantorann Gubernur Mamuju Jln. Abdul Malik Perbana Endang Sulawesi Barat,Telp. (0436)21141,wanita,diatas 0 tahun,verbal
P2TP2A Provinsi Sulawesi Barat,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Sulawesi Barat,Komp. Perkantorann Gubernur Mamuju Jln. Abdul Malik Perbana Endang Sulawesi Barat,Telp. (0436)21141,pria,dibawah 18 tahun,fisik
P2TP2A Provinsi Sulawesi Barat,Hukum,Pusat Pelayanan Terpadu Pemberdayaan Perempuan dan Anak yang selanjutnya disebut P2TP2A adalah pusat pelayanan yang terintegrasi dalam upaya pemberdayaan perempuan di berbagai bidang pembangunan serta perlindungan perempuan dan anak dari berbagai jenis diskriminasi dan tindak kekerasan termasuk perdagangan orang yang dibentuk oleh pemerintah atau berbasis masyarakat dan dapat berupa: pusat rujukan pusat konsultasi usaha pusat konsultasi kesehatan reproduksi pusat konsultasi hukum pusat krisis terpadu (PKT) pusat pelayanan terpadu (PPT).,Sulawesi Barat,Komp. Perkantorann Gubernur Mamuju Jln. Abdul Malik Perbana Endang Sulawesi Barat,Telp. (0436)21141,wanita,diatas 0 tahun,fisik
Dinas Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Mamuju,Hukum,Perlindungan Perempuan dan Anak yang selanjutnya disingkat PPA adalah upaya penanganan untuk melindungi dan memenuhi hak perempuan dan anak dari segala bentuk tindak kekerasan diskriminasi perlindungan khusus dan masalah lainnya.,Sulawesi Barat,Jln. Ahmad Yani Binanga Kec. Mamuju Kabupaten Mamuju Sulawesi Barat 91511,Telp. (0431)3336834,pria,dibawah 18 tahun,verbal
Dinas Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Mamuju,Hukum,Perlindungan Perempuan dan Anak yang selanjutnya disingkat PPA adalah upaya penanganan untuk melindungi dan memenuhi hak perempuan dan anak dari segala bentuk tindak kekerasan diskriminasi perlindungan khusus dan masalah lainnya.,Sulawesi Barat,Jln. Ahmad Yani Binanga Kec. Mamuju Kabupaten Mamuju Sulawesi Barat 91511,Telp. (0431)3336834,wanita,diatas 0 tahun,verbal
Dinas Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Mamuju,Hukum,Perlindungan Perempuan dan Anak yang selanjutnya disingkat PPA adalah upaya penanganan untuk melindungi dan memenuhi hak perempuan dan anak dari segala bentuk tindak kekerasan diskriminasi perlindungan khusus dan masalah lainnya.,Sulawesi Barat,Jln. Ahmad Yani Binanga Kec. Mamuju Kabupaten Mamuju Sulawesi Barat 91511,Telp. (0431)3336834,pria,dibawah 18 tahun,fisik
Dinas Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Mamuju,Hukum,Perlindungan Perempuan dan Anak yang selanjutnya disingkat PPA adalah upaya penanganan untuk melindungi dan memenuhi hak perempuan dan anak dari segala bentuk tindak kekerasan diskriminasi perlindungan khusus dan masalah lainnya.,Sulawesi Barat,Jln. Ahmad Yani Binanga Kec. Mamuju Kabupaten Mamuju Sulawesi Barat 91511,Telp. (0431)3336834,wanita,diatas 0 tahun,fisik
Dinas Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Poso,Hukum,Perlindungan Perempuan dan Anak yang selanjutnya disingkat PPA adalah upaya penanganan untuk melindungi dan memenuhi hak perempuan dan anak dari segala bentuk tindak kekerasan diskriminasi perlindungan khusus dan masalah lainnya.,Sulawesi Tengah,Jln. Pulau Timor Gebang Rejo Kec. Poso Kota Kabupaten Poso Sulawesi Tengah 94612,Telp. 0816234375,pria,dibawah 18 tahun,verbal
Dinas Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Poso,Hukum,Perlindungan Perempuan dan Anak yang selanjutnya disingkat PPA adalah upaya penanganan untuk melindungi dan memenuhi hak perempuan dan anak dari segala bentuk tindak kekerasan diskriminasi perlindungan khusus dan masalah lainnya.,Sulawesi Tengah,Jln. Pulau Timor Gebang Rejo Kec. Poso Kota Kabupaten Poso Sulawesi Tengah 94612,Telp. 0816234375,wanita,diatas 0 tahun,verbal
Dinas Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Poso,Hukum,Perlindungan Perempuan dan Anak yang selanjutnya disingkat PPA adalah upaya penanganan untuk melindungi dan memenuhi hak perempuan dan anak dari segala bentuk tindak kekerasan diskriminasi perlindungan khusus dan masalah lainnya.,Sulawesi Tengah,Jln. Pulau Timor Gebang Rejo Kec. Poso Kota Kabupaten Poso Sulawesi Tengah 94612,Telp. 0816234375,pria,dibawah 18 tahun,fisik
Dinas Pemberdayaan Perempuan dan Perlindungan Anak Kabupaten Poso,Hukum,Perlindungan Perempuan dan Anak yang selanjutnya disingkat PPA adalah upaya penanganan untuk melindungi dan memenuhi hak perempuan dan anak dari segala bentuk tindak kekerasan diskriminasi perlindungan khusus dan masalah lainnya.,Sulawesi Tengah,Jln. Pulau Timor Gebang Rejo Kec. Poso Kota Kabupaten Poso Sulawesi Tengah 94612,Telp. 0816234375,wanita,diatas 0 tahun,fisik
Koalisi Perempuan Indonesia Sulawesi Tengah,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup,Sulawesi Tengah,Jln. Angsana Raya No. 5 Blok D BTN Tinggede Kec. Marawola Kab. Donggala  Sulawesi Tengah  94362,Telp. (021) 26964703,pria,dibawah 18 tahun,verbal
Koalisi Perempuan Indonesia Sulawesi Tengah,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup,Sulawesi Tengah,Jln. Angsana Raya No. 5 Blok D BTN Tinggede Kec. Marawola Kab. Donggala  Sulawesi Tengah  94362,Telp. (021) 26964703,wanita,diatas 0 tahun,verbal
Koalisi Perempuan Indonesia Sulawesi Tengah,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup,Sulawesi Tengah,Jln. Angsana Raya No. 5 Blok D BTN Tinggede Kec. Marawola Kab. Donggala  Sulawesi Tengah  94362,Telp. (021) 26964703,pria,dibawah 18 tahun,fisik
Koalisi Perempuan Indonesia Sulawesi Tengah,Hukum,Koalisi Perempuan Indonesia untuk Keadilan dan Demokrasi disingkat Koalisi Perempuan Indonesia dikukuhkan melalui Kongres Perempuan Indonesia di Yogyakarta pada Kamis tanggal 17 Desember 1998. Koalisi Perempuan Indonesia adalah organisasi perempuan yang berjuang untuk mewujudkan keadilan dan demokrasi dengan berpegang teguh kepada nilai-nilai dan prinsip kejujuran keterbukaan persamaan kesetaraan persaudarian (sisterhood) kebebasan kerakyatan kemandirian keberagaman non- sektarian non- partisan nir kekerasan berwawasan lingkungan dan solidaritas pada rakyat kecil dan yang tertindas. Disamping itu Koalisi Perempuan Indonesia juga menolak segala bentuk diskriminasi berdasar jenis kelamin kelas social agama kepercayaan ras etnis orientasi seksual warna kulit bentuk tubuh kemampuan fisik yang berbeda (diffable) usia status perkawinan pekerjaan pandangan politik dan perbedaan- perbedaan lainnya serta merawat lingkungan hidup,Sulawesi Tengah,Jln. Angsana Raya No. 5 Blok D BTN Tinggede Kec. Marawola Kab. Donggala  Sulawesi Tengah  94362,Telp. (021) 26964703,wanita,diatas 0 tahun,fisik
LBH APIK Tomini,Hukum,YLBH APIK SULTENG didirikan pada tanggal 06 September 2009 pendirian tersebut didasarkan pada kondisi perempuan Sulawesi Tengah yang masih mengalami banyak kekerasan baik secara ekonomi politik budaya dan kekerasan struktural lainnya yang dilakukan oleh pemerintah melalui kebijakan-kebijakan yang belum berpihak pada perempuan selain itu budaya patriarki yang masih mengukung erat di masyarakat kita yang menempatkan laki-laki sebagai kekuasaan utama dan mendominasi dalam peran kepemimpinan politik otoritas moral hak sosial penguasaan properti dalam domain keluarga sehingga menempatkan perempuan pada posisi double diskriminasi di masyarakat LBH APIK Sulteng memberikan dedikasi terhadap pendampingan bagi perempuan dan anak korban kekerasan baik secara struktural maupun horizontal. Dan berubah menjadi yayasan lembaga bantuan hukum asosiasi perempuan indonesia untuk keadilan sulawesi tengah (YLBH APIK SULTENG) pada tanggal 10 Agustus 2014.,Sulawesi Tengah,Jln. Teluk Tomini no. 8B Kota Palu. Sulawesi Tengah 94221,Telp.  0451 4015986          ,pria,dibawah 18 tahun,verbal
LBH APIK Tomini,Hukum,YLBH APIK SULTENG didirikan pada tanggal 06 September 2009 pendirian tersebut didasarkan pada kondisi perempuan Sulawesi Tengah yang masih mengalami banyak kekerasan baik secara ekonomi politik budaya dan kekerasan struktural lainnya yang dilakukan oleh pemerintah melalui kebijakan-kebijakan yang belum berpihak pada perempuan selain itu budaya patriarki yang masih mengukung erat di masyarakat kita yang menempatkan laki-laki sebagai kekuasaan utama dan mendominasi dalam peran kepemimpinan politik otoritas moral hak sosial penguasaan properti dalam domain keluarga sehingga menempatkan perempuan pada posisi double diskriminasi di masyarakat LBH APIK Sulteng memberikan dedikasi terhadap pendampingan bagi perempuan dan anak korban kekerasan baik secara struktural maupun horizontal. Dan berubah menjadi yayasan lembaga bantuan hukum asosiasi perempuan indonesia untuk keadilan sulawesi tengah (YLBH APIK SULTENG) pada tanggal 10 Agustus 2014.,Sulawesi Tengah,Jln. Teluk Tomini no. 8B Kota Palu. Sulawesi Tengah 94221,Telp.  0451 4015986          ,wanita,diatas 0 tahun,verbal
LBH APIK Tomini,Hukum,YLBH APIK SULTENG didirikan pada tanggal 06 September 2009 pendirian tersebut didasarkan pada kondisi perempuan Sulawesi Tengah yang masih mengalami banyak kekerasan baik secara ekonomi politik budaya dan kekerasan struktural lainnya yang dilakukan oleh pemerintah melalui kebijakan-kebijakan yang belum berpihak pada perempuan selain itu budaya patriarki yang masih mengukung erat di masyarakat kita yang menempatkan laki-laki sebagai kekuasaan utama dan mendominasi dalam peran kepemimpinan politik otoritas moral hak sosial penguasaan properti dalam domain keluarga sehingga menempatkan perempuan pada posisi double diskriminasi di masyarakat LBH APIK Sulteng memberikan dedikasi terhadap pendampingan bagi perempuan dan anak korban kekerasan baik secara struktural maupun horizontal. Dan berubah menjadi yayasan lembaga bantuan hukum asosiasi perempuan indonesia untuk keadilan sulawesi tengah (YLBH APIK SULTENG) pada tanggal 10 Agustus 2014.,Sulawesi Tengah,Jln. Teluk Tomini no. 8B Kota Palu. Sulawesi Tengah 94221,Telp.  0451 4015986          ,pria,dibawah 18 tahun,fisik
LBH APIK Tomini,Hukum,YLBH APIK SULTENG didirikan pada tanggal 06 September 2009 pendirian tersebut didasarkan pada kondisi perempuan Sulawesi Tengah yang masih mengalami banyak kekerasan baik secara ekonomi politik budaya dan kekerasan struktural lainnya yang dilakukan oleh pemerintah melalui kebijakan-kebijakan yang belum berpihak pada perempuan selain itu budaya patriarki yang masih mengukung erat di masyarakat kita yang menempatkan laki-laki sebagai kekuasaan utama dan mendominasi dalam peran kepemimpinan politik otoritas moral hak sosial penguasaan properti dalam domain keluarga sehingga menempatkan perempuan pada posisi double diskriminasi di masyarakat LBH APIK Sulteng memberikan dedikasi terhadap pendampingan bagi perempuan dan anak korban kekerasan baik secara struktural maupun horizontal. Dan berubah menjadi yayasan lembaga bantuan hukum asosiasi perempuan indonesia untuk keadilan sulawesi tengah (YLBH APIK SULTENG) pada tanggal 10 Agustus 2014.,Sulawesi Tengah,Jln. Teluk Tomini no. 8B Kota Palu. Sulawesi Tengah 94221,Telp.  0451 4015986          ,wanita,diatas 0 tahun,fisik
LBH APIK  Kalukubula,Hukum,"LBH APIK Sulteng berlokasi di Palu Sulawesi Tengah. Lembaga ini berfokus pada terwujudnya sistem hukum yang adil gender yang tercermin dalam relasi kuasa dalam kehidupan berkeluarga bermasyarakat dan bernegara .LBH APIK Sulteng menyediakan konsultasi dan layanan bantuan hukum bagi korban dan penyintas kekerasan berbasis gender.
",Sulawesi Tengah, Jln. Tara Kalukubula Sigi Biromaru Kabupaten Sigi Sulawesi Tengah,Telp. 0811 4540 1616,pria,dibawah 18 tahun,verbal
LBH APIK  Kalukubula,Hukum,"LBH APIK Sulteng berlokasi di Palu Sulawesi Tengah. Lembaga ini berfokus pada terwujudnya sistem hukum yang adil gender yang tercermin dalam relasi kuasa dalam kehidupan berkeluarga bermasyarakat dan bernegara .LBH APIK Sulteng menyediakan konsultasi dan layanan bantuan hukum bagi korban dan penyintas kekerasan berbasis gender.
",Sulawesi Tengah, Jln. Tara Kalukubula Sigi Biromaru Kabupaten Sigi Sulawesi Tengah,Telp. 0811 4540 1616,wanita,diatas 0 tahun,verbal
